request_id,report_id,analyst_id,request_date,completion_date,request_type,priority,status,resolution_hours,sla_hours,sla_status,sql_execution_time_seconds,change_requests,requester_department
REQ001568,RPT0120,A023,2025-12-07,2025-12-10,Change Request,Medium,Completed,59,72,Within SLA,4.76,1,Technology
REQ001569,RPT0051,A007,2025-02-08,2025-02-10,Data Correction,Medium,Completed,48,72,Within SLA,1.11,1,Operations
REQ001570,RPT0014,A004,2026-01-06,2026-01-07,Report Enhancement,High,Completed,41,48,Within SLA,2.29,0,Compliance
REQ001571,RPT0057,A024,2024-10-09,2024-10-09,New Report,High,Completed,12,48,Within SLA,5.79,1,Risk
REQ001572,RPT0099,A007,2025-12-27,2025-12-30,Access Request,Medium,Completed,71,72,Within SLA,1.38,3,Human Resources
REQ001573,RPT0023,A012,2026-05-22,2026-05-24,New Report,Medium,Pending,33,72,Within SLA,4.08,0,Client Services
REQ001574,RPT0009,A008,2025-08-16,2025-08-17,Change Request,High,Completed,32,48,Within SLA,1.28,0,Risk
REQ001575,RPT0032,A020,2026-07-28,2026-08-07,Report Issue,Low,In Progress,240,120,Breached,4.6,0,Legal
REQ001576,RPT0067,A018,2026-02-16,2026-02-21,Data Correction,Medium,Completed,128,72,Breached,3.24,0,Finance
REQ001577,RPT0014,A022,2025-04-12,2025-04-13,Report Enhancement,High,In Progress,28,48,Within SLA,1.07,0,Compliance
REQ001578,RPT0110,A008,2026-01-07,2026-01-09,New Report,Medium,Completed,64,72,Within SLA,7.5,1,Finance
REQ001579,RPT0083,A013,2025-07-04,2025-07-06,Report Enhancement,Medium,Completed,64,72,Within SLA,1.99,3,Sales
REQ001580,RPT0033,A012,2024-11-19,2024-11-22,Report Issue,Medium,Completed,59,72,Within SLA,1.88,0,Client Services
REQ001581,RPT0037,A021,2024-12-07,2024-12-09,Access Request,High,Completed,42,48,Within SLA,3.82,0,Risk
REQ001582,RPT0039,A005,2024-09-25,2024-09-25,Access Request,Critical,Pending,13,24,Within SLA,7.42,0,Finance
REQ001583,RPT0108,A021,2024-09-18,2024-09-21,Access Request,Medium,Pending,66,72,Within SLA,1.63,0,Human Resources
REQ001584,RPT0050,A015,2025-04-14,2025-04-15,Change Request,High,Completed,34,48,Within SLA,3.47,0,Human Resources
REQ001585,RPT0092,A007,2025-09-07,2025-09-10,Data Correction,Medium,Completed,58,72,Within SLA,4.48,0,Compliance
REQ001586,RPT0102,A014,2024-11-19,2024-11-22,Report Issue,Medium,Completed,69,72,Within SLA,5.39,2,Human Resources
REQ001587,RPT0116,A025,2024-11-04,2024-11-11,Report Issue,Medium,Completed,168,72,Breached,3.76,0,Technology
REQ001588,RPT0056,A006,2025-02-19,2025-02-21,New Report,Low,Completed,44,120,Within SLA,2.57,3,Client Services
REQ001589,RPT0088,A019,2026-07-11,2026-07-13,New Report,Medium,Completed,54,72,Within SLA,1.86,4,Risk
REQ001590,RPT0032,A024,2025-10-12,2025-10-13,Report Issue,Medium,In Progress,24,72,Within SLA,3.53,0,Risk
REQ001591,RPT0005,A022,2024-12-04,2024-12-06,Access Request,Medium,Pending,51,72,Within SLA,1.57,1,Operations
REQ001592,RPT0120,A012,2025-06-18,2025-06-20,New Report,Low,Completed,30,120,Within SLA,0.5,0,Compliance
REQ001593,RPT0075,A015,2025-08-08,2025-08-09,Report Issue,Low,Completed,32,120,Within SLA,4.51,2,Client Services
REQ001594,RPT0113,A005,2025-06-05,2025-06-05,Data Correction,High,Completed,14,48,Within SLA,6.25,0,Risk
REQ001595,RPT0061,A023,2026-01-23,2026-01-26,Access Request,Low,Pending,76,120,Within SLA,0.64,1,Sales
REQ001596,RPT0057,A004,2026-03-21,2026-03-21,Report Issue,High,Completed,15,48,Within SLA,1.64,0,Finance
REQ001597,RPT0089,A012,2026-02-12,2026-02-14,Change Request,High,Completed,38,48,Within SLA,5.12,0,Client Services
REQ001598,RPT0073,A012,2025-10-14,2025-10-15,Report Enhancement,Medium,Completed,13,72,Within SLA,14.02,3,Human Resources
REQ001599,RPT0118,A005,2025-07-12,2025-07-13,New Report,High,Completed,16,48,Within SLA,3.37,1,Operations
REQ001600,RPT0011,A012,2025-11-20,2025-11-22,Report Issue,Low,Completed,61,120,Within SLA,1.99,3,Client Services
REQ001601,RPT0066,A009,2026-03-20,2026-03-21,New Report,Medium,Completed,22,72,Within SLA,2.92,0,Legal
REQ001602,RPT0034,A015,2026-03-08,2026-03-08,New Report,Medium,Pending,15,72,Within SLA,8.69,1,Technology
REQ001603,RPT0071,A002,2024-12-19,2024-12-23,Data Correction,Low,In Progress,108,120,Within SLA,2.11,0,Risk
REQ001604,RPT0049,A013,2026-07-09,2026-07-12,Report Enhancement,Low,Completed,62,120,Within SLA,1.9,2,Finance
REQ001605,RPT0101,A014,2025-07-09,2025-07-10,Report Issue,Medium,In Progress,33,72,Within SLA,2.37,0,Technology
REQ001606,RPT0037,A009,2026-01-11,2026-01-14,Report Issue,Medium,Pending,58,72,Within SLA,1.7,0,Operations
REQ001607,RPT0003,A005,2024-11-05,2024-11-07,Access Request,High,Completed,28,48,Within SLA,3.62,2,Operations
REQ001608,RPT0012,A003,2026-05-30,2026-06-01,Change Request,Low,Completed,43,120,Within SLA,10.35,0,Finance
REQ001609,RPT0112,A015,2025-09-05,2025-09-22,Report Issue,Low,Pending,412,120,Breached,4.16,1,Human Resources
REQ001610,RPT0024,A003,2025-12-12,2025-12-31,Report Issue,Low,Completed,456,120,Breached,2.78,3,Operations
REQ001611,RPT0081,A017,2025-07-04,2025-07-06,New Report,Medium,In Progress,50,72,Within SLA,2.71,0,Compliance
REQ001612,RPT0037,A024,2026-08-20,2026-08-22,Access Request,High,In Progress,39,48,Within SLA,1.11,0,Finance
REQ001613,RPT0113,A018,2025-03-26,2025-03-28,Access Request,Low,Completed,46,120,Within SLA,6.16,0,Compliance
REQ001614,RPT0030,A006,2024-09-15,2024-09-17,Report Issue,Low,In Progress,48,120,Within SLA,3.14,0,Technology
REQ001615,RPT0055,A009,2026-02-08,2026-02-09,Report Issue,High,Completed,34,48,Within SLA,2.93,0,Human Resources
REQ001616,RPT0009,A002,2025-06-04,2025-06-09,Report Issue,Low,Completed,111,120,Within SLA,31.04,1,Operations
REQ001617,RPT0087,A025,2025-02-05,2025-02-07,Access Request,Medium,In Progress,51,72,Within SLA,4.09,0,Client Services
REQ001618,RPT0047,A023,2025-07-31,2025-07-31,New Report,Critical,In Progress,12,24,Within SLA,1.96,2,Operations
REQ001619,RPT0048,A016,2025-08-01,2025-08-03,Report Enhancement,Medium,Pending,40,72,Within SLA,2.46,2,Sales
REQ001620,RPT0089,A012,2025-02-20,2025-02-21,Access Request,Medium,Cancelled,24,72,Within SLA,7.42,0,Technology
REQ001621,RPT0058,A005,2026-06-16,2026-06-17,Access Request,High,Completed,33,48,Within SLA,3.59,2,Risk
REQ001622,RPT0049,A021,2025-05-29,2025-05-30,Report Issue,High,Completed,9,48,Within SLA,1.21,1,Risk
REQ001623,RPT0076,A006,2024-11-06,2024-11-08,Access Request,Medium,Completed,64,72,Within SLA,6.32,0,Compliance
REQ001624,RPT0051,A006,2026-02-04,2026-02-07,New Report,Low,Completed,58,120,Within SLA,2.08,0,Sales
REQ001625,RPT0110,A006,2025-06-02,2025-06-04,Report Enhancement,Medium,Completed,50,72,Within SLA,12.32,0,Client Services
REQ001626,RPT0078,A010,2025-10-17,2025-10-19,Report Issue,Low,Cancelled,32,120,Within SLA,7.07,1,Risk
REQ001627,RPT0040,A021,2026-07-22,2026-07-23,Change Request,Medium,Completed,25,72,Within SLA,2.43,0,Risk
REQ001628,RPT0068,A010,2026-01-03,2026-01-05,Data Correction,Medium,In Progress,39,72,Within SLA,8.14,1,Human Resources
REQ001629,RPT0009,A001,2025-05-26,2025-05-27,Report Issue,Medium,In Progress,20,72,Within SLA,3.48,3,Client Services
REQ001630,RPT0116,A011,2024-10-07,2024-10-08,Data Correction,Medium,Completed,32,72,Within SLA,6.03,2,Client Services
REQ001631,RPT0042,A021,2025-06-26,2025-06-27,Data Correction,Medium,Completed,33,72,Within SLA,4.66,2,Compliance
REQ001632,RPT0114,A001,2025-03-23,2025-03-25,Report Issue,Medium,Completed,64,72,Within SLA,1.84,1,Human Resources
REQ001633,RPT0063,A015,2025-01-15,2025-01-16,Report Enhancement,High,Completed,17,48,Within SLA,2.12,0,Sales
REQ001634,RPT0047,A025,2024-11-23,2024-11-26,New Report,Medium,In Progress,62,72,Within SLA,6.83,1,Finance
REQ001635,RPT0072,A005,2026-06-10,2026-06-13,Access Request,Low,Completed,65,120,Within SLA,2.63,1,Sales
REQ001636,RPT0083,A007,2026-05-23,2026-05-26,Data Correction,Medium,Completed,68,72,Within SLA,2.5,2,Operations
REQ001637,RPT0032,A013,2025-08-09,2025-08-10,Data Correction,High,In Progress,20,48,Within SLA,1.7,0,Technology
REQ001638,RPT0004,A021,2024-10-31,2024-11-01,Report Issue,High,Completed,24,48,Within SLA,4.47,0,Technology
REQ001639,RPT0021,A020,2026-01-17,2026-01-18,New Report,Medium,In Progress,21,72,Within SLA,14.07,0,Client Services
REQ001640,RPT0037,A006,2025-02-01,2025-02-04,Data Correction,Low,Completed,59,120,Within SLA,1.57,1,Risk
REQ001641,RPT0041,A024,2026-01-01,2026-01-01,Data Correction,Critical,Completed,12,24,Within SLA,3.38,0,Technology
REQ001642,RPT0108,A025,2025-12-30,2026-01-02,Report Enhancement,Low,Completed,65,120,Within SLA,8.92,0,Finance
REQ001643,RPT0092,A023,2025-11-27,2025-12-05,Report Issue,Medium,Completed,192,72,Breached,3.14,0,Risk
REQ001644,RPT0031,A003,2024-09-06,2024-09-10,Access Request,Low,Completed,86,120,Within SLA,4.56,3,Human Resources
REQ001645,RPT0068,A014,2024-09-29,2024-10-06,Data Correction,Medium,Completed,180,72,Breached,1.58,0,Technology
REQ001646,RPT0117,A009,2026-04-24,2026-04-26,Report Issue,Low,Pending,50,120,Within SLA,4.48,0,Compliance
REQ001647,RPT0006,A002,2025-05-07,2025-05-11,Change Request,Low,In Progress,108,120,Within SLA,2.91,0,Compliance
REQ001648,RPT0097,A021,2025-02-26,2025-02-26,Change Request,High,Cancelled,16,48,Within SLA,6.62,0,Technology
REQ001649,RPT0071,A003,2024-11-26,2024-11-27,New Report,Medium,Completed,13,72,Within SLA,7.62,1,Finance
REQ001650,RPT0011,A019,2026-04-24,2026-04-26,Change Request,Medium,Completed,49,72,Within SLA,20.34,0,Human Resources
REQ001651,RPT0081,A024,2025-11-02,2025-11-03,Report Enhancement,High,Completed,21,48,Within SLA,4.98,0,Sales
REQ001652,RPT0033,A011,2025-01-27,2025-01-28,Data Correction,Medium,Completed,22,72,Within SLA,4.17,1,Compliance
REQ001653,RPT0084,A022,2024-10-13,2024-10-14,Data Correction,High,Completed,26,48,Within SLA,3.8,0,Legal
REQ001654,RPT0112,A007,2026-05-27,2026-05-30,Access Request,Low,Completed,73,120,Within SLA,2.59,1,Compliance
REQ001655,RPT0047,A015,2026-04-07,2026-04-08,Report Enhancement,High,Completed,21,48,Within SLA,4.21,2,Finance
REQ001656,RPT0004,A010,2025-10-25,2025-10-28,Report Issue,Medium,Completed,68,72,Within SLA,2.7,0,Finance
REQ001657,RPT0093,A011,2025-01-28,2025-01-29,Change Request,High,Pending,21,48,Within SLA,3.74,1,Client Services
REQ001658,RPT0102,A022,2025-11-19,2025-11-21,Access Request,Medium,Completed,43,72,Within SLA,8.35,1,Compliance
REQ001659,RPT0036,A001,2025-02-04,2025-02-10,New Report,Medium,Pending,132,72,Breached,1.64,2,Sales
REQ001660,RPT0025,A014,2026-05-14,2026-05-17,Access Request,Medium,Completed,66,72,Within SLA,7.37,0,Human Resources
REQ001661,RPT0039,A005,2026-06-27,2026-06-28,New Report,Medium,In Progress,31,72,Within SLA,8.35,2,Sales
REQ001662,RPT0088,A001,2025-02-17,2025-02-21,Access Request,High,Pending,84,48,Breached,3.06,1,Client Services
REQ001663,RPT0089,A018,2025-05-03,2025-05-05,Change Request,Low,Completed,54,120,Within SLA,0.75,2,Sales
REQ001664,RPT0009,A013,2026-04-14,2026-04-15,Data Correction,Low,Completed,32,120,Within SLA,2.17,0,Technology
REQ001665,RPT0074,A002,2024-12-13,2024-12-17,New Report,Low,Completed,83,120,Within SLA,8.23,3,Operations
REQ001666,RPT0035,A007,2026-04-25,2026-04-26,Data Correction,High,In Progress,20,48,Within SLA,3.27,0,Compliance
REQ001667,RPT0056,A018,2026-07-21,2026-07-30,Report Issue,Medium,Completed,212,72,Breached,1.65,2,Client Services
REQ001668,RPT0059,A016,2025-11-26,2025-11-28,Change Request,High,In Progress,26,48,Within SLA,2.33,1,Legal
REQ001669,RPT0095,A021,2024-08-23,2024-08-25,Change Request,Medium,Pending,58,72,Within SLA,5.98,0,Human Resources
REQ001670,RPT0019,A022,2025-03-24,2025-03-27,Access Request,Low,Completed,83,120,Within SLA,4.87,1,Client Services
REQ001671,RPT0043,A012,2026-06-18,2026-06-23,Report Issue,Medium,Completed,117,72,Breached,2.81,2,Client Services
REQ001672,RPT0118,A021,2024-12-11,2024-12-12,Access Request,High,Pending,18,48,Within SLA,2.57,0,Risk
REQ001673,RPT0018,A007,2024-11-29,2024-12-02,Report Enhancement,Medium,Completed,59,72,Within SLA,2.52,1,Technology
REQ001674,RPT0074,A001,2025-10-14,2025-10-16,New Report,High,Pending,40,48,Within SLA,1.74,0,Sales
REQ001675,RPT0063,A004,2025-03-03,2025-03-04,Report Enhancement,Medium,Completed,26,72,Within SLA,10.29,1,Human Resources
REQ001676,RPT0029,A019,2026-05-03,2026-05-04,Report Issue,High,Completed,33,48,Within SLA,2.65,2,Human Resources
REQ001677,RPT0020,A023,2025-01-03,2025-01-04,Report Issue,Medium,In Progress,18,72,Within SLA,7.78,1,Compliance
REQ001678,RPT0118,A003,2024-11-14,2024-11-18,Report Issue,Low,In Progress,88,120,Within SLA,9.63,0,Sales
REQ001679,RPT0105,A007,2026-01-16,2026-01-17,Change Request,High,Completed,21,48,Within SLA,6.68,0,Finance
REQ001680,RPT0009,A009,2026-06-24,2026-06-26,New Report,Low,Completed,47,120,Within SLA,2.45,1,Client Services
REQ001681,RPT0050,A012,2024-09-10,2024-09-16,New Report,Medium,Completed,148,72,Breached,4.4,0,Compliance
REQ001682,RPT0087,A016,2024-12-01,2024-12-03,Data Correction,Medium,Completed,42,72,Within SLA,3.26,1,Finance
REQ001683,RPT0097,A018,2024-09-01,2024-09-03,Access Request,Medium,Completed,56,72,Within SLA,1.76,1,Operations
REQ001684,RPT0004,A013,2025-05-26,2025-05-27,Access Request,Medium,Completed,34,72,Within SLA,4.17,1,Finance
REQ001685,RPT0093,A023,2026-04-26,2026-04-27,Access Request,High,Completed,24,48,Within SLA,1.45,0,Operations
REQ001686,RPT0040,A018,2026-04-25,2026-04-27,Access Request,Medium,Completed,50,72,Within SLA,7.62,0,Client Services
REQ001687,RPT0120,A017,2025-02-21,2025-03-02,Change Request,Medium,Completed,220,72,Breached,2.4,1,Client Services
REQ001688,RPT0069,A021,2025-11-21,2025-11-23,New Report,Medium,Completed,56,72,Within SLA,3.82,2,Finance
REQ001689,RPT0110,A006,2025-04-29,2025-05-01,Data Correction,Medium,In Progress,43,72,Within SLA,4.05,0,Finance
REQ001690,RPT0026,A016,2024-09-02,2024-09-04,Data Correction,Medium,Completed,55,72,Within SLA,2.77,2,Client Services
REQ001691,RPT0006,A010,2025-01-03,2025-01-07,Change Request,Low,In Progress,107,120,Within SLA,5.01,1,Risk
REQ001692,RPT0104,A023,2025-03-15,2025-03-17,Change Request,Medium,In Progress,66,72,Within SLA,2.38,1,Operations
REQ001693,RPT0047,A023,2024-09-30,2024-10-04,New Report,Low,Completed,101,120,Within SLA,6.11,0,Technology
REQ001694,RPT0061,A002,2024-11-27,2024-11-28,New Report,High,Pending,31,48,Within SLA,1.29,0,Sales
REQ001695,RPT0052,A017,2026-03-20,2026-03-22,Access Request,Medium,Completed,64,72,Within SLA,3.63,0,Compliance
REQ001696,RPT0085,A018,2025-07-13,2025-07-18,Change Request,Low,Completed,97,120,Within SLA,12.9,0,Human Resources
REQ001697,RPT0015,A018,2025-10-03,2025-10-06,Report Enhancement,Medium,Completed,62,72,Within SLA,1.65,1,Finance
REQ001698,RPT0008,A017,2024-11-17,2024-11-22,Change Request,Low,Completed,119,120,Within SLA,2.07,0,Finance
REQ001699,RPT0032,A016,2026-03-23,2026-03-26,New Report,Medium,Completed,90,72,Breached,4.76,0,Compliance
REQ001700,RPT0081,A018,2024-10-09,2024-10-12,Change Request,Medium,Completed,75,72,Breached,3.76,1,Operations
REQ001701,RPT0066,A003,2025-08-25,2025-08-26,Change Request,Medium,Pending,21,72,Within SLA,4.24,0,Risk
REQ001702,RPT0034,A014,2025-08-04,2025-08-06,Change Request,Medium,Completed,52,72,Within SLA,4.68,0,Finance
REQ001703,RPT0048,A013,2026-04-17,2026-04-29,Access Request,Low,Completed,296,120,Breached,5.18,1,Client Services
REQ001704,RPT0066,A014,2025-05-29,2025-05-29,Report Enhancement,High,Completed,16,48,Within SLA,7.22,3,Risk
REQ001705,RPT0009,A018,2025-09-23,2025-10-03,Change Request,Medium,Completed,244,72,Breached,4.42,0,Operations
REQ001706,RPT0060,A021,2025-11-25,2025-11-25,Report Issue,High,Completed,10,48,Within SLA,2.8,0,Human Resources
REQ001707,RPT0063,A013,2024-11-13,2024-11-14,Data Correction,High,Completed,27,48,Within SLA,5.32,0,Legal
REQ001708,RPT0063,A011,2025-08-07,2025-08-13,Report Issue,Medium,In Progress,144,72,Breached,12.55,0,Legal
REQ001709,RPT0037,A020,2025-09-16,2025-09-18,Report Enhancement,Medium,Completed,52,72,Within SLA,3.03,0,Legal
REQ001710,RPT0040,A007,2025-02-09,2025-02-12,Change Request,Medium,Pending,70,72,Within SLA,1.68,0,Human Resources
REQ001711,RPT0099,A020,2025-12-11,2025-12-13,Report Enhancement,Medium,Completed,50,72,Within SLA,7.21,1,Risk
REQ001712,RPT0027,A015,2024-09-23,2024-09-25,Report Issue,Medium,In Progress,35,72,Within SLA,3.05,1,Legal
REQ001713,RPT0102,A021,2026-03-08,2026-03-11,Change Request,Low,In Progress,61,120,Within SLA,0.73,0,Human Resources
REQ001714,RPT0035,A019,2026-04-21,2026-04-22,Change Request,High,Pending,31,48,Within SLA,6.01,0,Client Services
REQ001715,RPT0105,A018,2026-07-27,2026-07-28,Report Enhancement,Medium,Completed,16,72,Within SLA,2.28,3,Technology
REQ001716,RPT0071,A019,2026-06-25,2026-06-27,New Report,Low,Pending,56,120,Within SLA,3.12,0,Sales
REQ001717,RPT0063,A020,2026-01-14,2026-01-15,Report Enhancement,Medium,Completed,15,72,Within SLA,4.19,1,Operations
REQ001718,RPT0103,A002,2025-09-30,2025-09-30,Access Request,Medium,Completed,20,72,Within SLA,3.79,0,Finance
REQ001719,RPT0088,A014,2025-04-12,2025-04-14,New Report,Medium,Completed,58,72,Within SLA,5.46,3,Compliance
REQ001720,RPT0037,A014,2025-08-11,2025-08-13,New Report,High,Completed,32,48,Within SLA,2.45,1,Compliance
REQ001721,RPT0108,A008,2026-01-02,2026-01-07,Change Request,Low,Completed,120,120,Within SLA,4.75,1,Risk
REQ001722,RPT0050,A007,2024-09-14,2024-09-15,New Report,Medium,Completed,26,72,Within SLA,2.77,3,Legal
REQ001723,RPT0035,A016,2024-10-07,2024-10-11,Report Enhancement,Low,Completed,97,120,Within SLA,5.57,3,Operations
REQ001724,RPT0023,A008,2025-08-28,2025-08-30,New Report,Low,Completed,54,120,Within SLA,5.11,0,Sales
REQ001725,RPT0050,A015,2026-06-10,2026-06-13,New Report,Low,In Progress,79,120,Within SLA,1.72,1,Compliance
REQ001726,RPT0114,A013,2025-06-28,2025-07-03,Change Request,Low,Completed,115,120,Within SLA,7.1,0,Technology
REQ001727,RPT0113,A017,2025-07-18,2025-07-20,New Report,Medium,Completed,68,72,Within SLA,2.28,0,Human Resources
REQ001728,RPT0048,A005,2026-02-04,2026-02-07,Data Correction,Low,Completed,73,120,Within SLA,5.85,1,Operations
REQ001729,RPT0041,A012,2024-11-12,2024-11-13,Report Enhancement,High,In Progress,18,48,Within SLA,4.29,0,Technology
REQ001730,RPT0004,A022,2025-09-05,2025-09-08,Data Correction,Low,Completed,53,120,Within SLA,12.02,2,Compliance
REQ001731,RPT0049,A001,2026-02-25,2026-03-07,Report Issue,Medium,Completed,252,72,Breached,2.84,0,Client Services
REQ001732,RPT0035,A012,2026-07-28,2026-07-29,Access Request,High,Pending,13,48,Within SLA,2.6,0,Sales
REQ001733,RPT0104,A007,2025-07-31,2025-08-04,Access Request,Low,Completed,98,120,Within SLA,3.28,1,Finance
REQ001734,RPT0079,A023,2024-10-17,2024-10-17,Access Request,Medium,In Progress,17,72,Within SLA,2.69,0,Legal
REQ001735,RPT0110,A014,2026-07-20,2026-07-21,New Report,Medium,Completed,28,72,Within SLA,5.81,0,Sales
REQ001736,RPT0074,A021,2024-10-22,2024-10-30,Change Request,Low,Completed,180,120,Breached,1.07,1,Risk
REQ001737,RPT0026,A020,2025-04-28,2025-05-01,Data Correction,Medium,Pending,69,72,Within SLA,1.59,0,Operations
REQ001738,RPT0071,A025,2025-12-06,2025-12-07,New Report,High,Completed,19,48,Within SLA,1.57,1,Human Resources
REQ001739,RPT0110,A006,2024-12-14,2024-12-16,Report Issue,Low,Completed,47,120,Within SLA,6.46,0,Sales
REQ001740,RPT0061,A005,2024-10-11,2024-10-11,Report Enhancement,High,Completed,11,48,Within SLA,10.99,0,Risk
REQ001741,RPT0059,A006,2024-11-27,2024-11-28,Change Request,High,Pending,44,48,Within SLA,3.09,0,Operations
REQ001742,RPT0037,A015,2025-03-22,2025-04-06,Report Issue,Low,Completed,360,120,Breached,2.95,0,Legal
REQ001743,RPT0060,A021,2025-12-18,2025-12-20,Access Request,Medium,Completed,46,72,Within SLA,3.49,2,Legal
REQ001744,RPT0053,A006,2025-12-25,2025-12-27,Data Correction,High,Completed,33,48,Within SLA,7.49,0,Legal
REQ001745,RPT0039,A004,2025-11-18,2025-11-20,Access Request,Low,Completed,33,120,Within SLA,1.73,0,Technology
REQ001746,RPT0028,A014,2025-10-20,2025-10-22,Access Request,Medium,Completed,32,72,Within SLA,3.92,1,Risk
REQ001747,RPT0032,A005,2026-02-25,2026-02-25,Access Request,High,In Progress,16,48,Within SLA,6.57,0,Finance
REQ001748,RPT0113,A007,2025-04-30,2025-05-01,Change Request,High,Completed,33,48,Within SLA,4.72,0,Client Services
REQ001749,RPT0038,A012,2025-06-12,2025-06-24,Change Request,Medium,Completed,288,72,Breached,3.79,3,Finance
REQ001750,RPT0038,A012,2025-11-28,2025-11-30,Data Correction,Medium,Completed,53,72,Within SLA,6.69,0,Legal
REQ001751,RPT0043,A007,2025-10-07,2025-10-09,Report Enhancement,Medium,Pending,67,72,Within SLA,0.5,0,Sales
